idSolicitud,idAgente,idUsuario,FechaCreacion,FechaResolucion,Categoria,SubCategoria,idModo,idModulo,ValorEncuesta
19122,519,667,"2020-03-26 12:22:29",NULL,"Tareas Internas",Reuniones,11,65,0
19123,519,667,"2020-03-26 12:30:17",NULL,"Tareas Internas","Llamadas, correos y comunicaciones",11,65,0
19124,519,667,"2020-03-26 12:36:36",NULL,"Tareas Internas","Llamadas, correos y comunicaciones",11,65,0
19125,519,667,"2020-03-26 12:41:42",NULL,"Tareas Internas","Llamadas, correos y comunicaciones",11,65,0
19126,519,667,"2020-03-26 12:45:11",NULL,"Tareas Internas","Soporte Técnico interno",11,65,0
19127,519,667,"2020-03-26 21:32:19",NULL,"Tareas Internas",Reuniones,11,65,0
19128,105,587,"2020-03-26 21:41:41",NULL,"Tareas Internas","Revisión de Servicios",11,65,0
19130,105,592,"2020-03-26 21:59:29",NULL,"Soporte Externo","Base de datos (firebird)",9,65,0
19131,105,609,"2020-03-26 22:03:09",NULL,"Soporte Externo",Capacitación,9,64,0
19132,694,554,"2020-03-26 22:16:25",NULL,"Tareas Internas",Reuniones,8,65,100
19133,105,587,"2020-03-26 22:28:47",NULL,"Tareas Internas","Revisión de Servicios",11,65,0
19134,17,664,"2020-03-26 22:45:35",NULL,Capacitación,"Cursos Webex",8,69,0
19135,17,678,"2020-03-26 22:47:06",NULL,"Soporte Externo",General,8,65,100
19136,105,530,"2020-03-26 23:22:11",NULL,"Soporte Externo",Actualización,9,71,0
19138,17,671,"2020-03-26 23:31:21",NULL,"Soporte Externo",Consulta,8,65,0
19139,105,620,"2020-03-26 23:32:07",NULL,"Soporte Externo",Capacitación,9,64,0
19141,664,673,"2020-03-26 23:59:14",NULL,"Soporte Externo",Capacitación,10,64,0
19143,519,573,"2020-03-27 00:53:08",NULL,"Soporte Externo",Error,9,64,0
19144,17,664,"2020-03-27 01:04:44",NULL,"Soporte Externo",Consulta,8,68,0
19145,64,595,"2020-03-27 01:10:17",NULL,"Soporte Externo",General,8,65,0
19147,519,554,"2020-03-27 05:21:50",NULL,"Tareas Internas","Soporte Técnico interno",9,65,0
19148,64,667,"2020-03-27 05:38:14",NULL,Proyectos,"Ejecución y monitoreo",11,65,0
19149,694,580,"2020-03-27 06:30:40",NULL,"Soporte Externo",Consulta,9,64,0
19150,64,513,"2020-03-27 06:51:32",NULL,"Soporte Externo",Configuración,9,66,100
19151,64,564,"2020-03-27 06:56:56",NULL,"Soporte Externo",Configuración,9,71,0
19152,519,667,"2020-03-27 06:57:32",NULL,"Tareas Internas","Llamadas, correos y comunicaciones",9,65,0
19153,64,526,"2020-03-27 07:02:08",NULL,"Soporte Externo",Configuración,9,78,100
19154,105,526,"2020-03-27 08:01:47",NULL,"Soporte Externo",Error,10,66,0
19155,519,667,"2020-03-27 21:22:04",NULL,"Tareas Internas","Llamadas, correos y comunicaciones",11,65,0
19156,694,530,"2020-03-27 22:11:35",NULL,"Soporte Externo",Error,10,71,0
19157,105,569,"2020-03-27 22:26:33",NULL,"Soporte Externo","Candados o PDA",9,65,0
19158,105,537,"2020-03-27 22:40:12",NULL,"Soporte Externo",Capacitación,9,72,100
19159,105,521,"2020-03-27 22:51:33",NULL,"Soporte Externo",Configuración,9,65,100
19160,694,540,"2020-03-27 22:56:02",NULL,"Soporte Externo",Consulta,10,64,0
19161,519,667,"2020-03-27 23:06:16",NULL,Proyectos,Planificación,9,65,0
19164,105,652,"2020-03-27 23:43:23",NULL,"Soporte Externo",Consulta,9,67,100
19165,105,544,"2020-03-27 23:50:27",NULL,"Soporte Externo",Capacitación,9,64,100
19166,694,631,"2020-03-27 23:51:33",NULL,"Soporte Externo",Consulta,9,69,100
19167,105,551,"2020-03-28 00:03:59",NULL,"Soporte Externo",Capacitación,9,67,100
19168,694,554,"2020-03-28 00:42:16",NULL,"Tareas Internas",Reuniones,8,65,0
19169,105,526,"2020-03-28 00:46:48",NULL,"Soporte Externo",Capacitación,10,64,0
19170,694,617,"2020-03-28 00:50:44",NULL,"Soporte Externo",Configuración,9,64,0
19171,105,530,"2020-03-28 00:52:12",NULL,"Soporte Externo",Configuración,9,65,0
19173,519,667,"2020-03-28 01:31:30",NULL,Proyectos,"Ejecución y monitoreo",8,65,0
19174,694,597,"2020-03-28 01:34:36",NULL,"Soporte Externo",Consulta,9,64,100
19175,519,667,"2020-03-28 02:06:18",NULL,"Tareas Internas","Soporte Técnico interno",9,65,0
19176,519,674,"2020-03-28 02:15:25",NULL,"Soporte Externo",Consulta,9,69,100
19178,519,667,"2020-03-28 05:21:44",NULL,Capacitación,"Creación de Material",11,65,0
19180,105,654,"2020-03-28 05:49:07",NULL,"Soporte Externo",Capacitación,9,71,0
19181,694,614,"2020-03-28 06:25:01",NULL,"Soporte Externo",Consulta,9,76,100
19182,694,521,"2020-03-28 06:35:02",NULL,"Soporte Externo",Consulta,9,65,100
19183,694,604,"2020-03-28 06:52:24",NULL,"Soporte Externo",Consulta,8,66,0
19184,64,635,"2020-03-28 07:14:27",NULL,"Tareas Internas",Reuniones,9,65,0
19185,64,554,"2020-03-28 07:27:15",NULL,"Tareas Internas","Soporte Técnico interno",9,65,0
19186,519,675,"2020-03-28 07:28:47",NULL,"Soporte Externo",Consulta,9,67,0
19187,64,623,"2020-03-28 07:44:39",NULL,"Soporte Externo",Consulta,9,65,96
19188,694,521,"2020-03-28 07:50:10",NULL,"Soporte Externo",Consulta,10,64,100
19189,64,676,"2020-03-28 08:22:01",NULL,"Soporte Externo",Configuración,9,65,0
19190,64,551,"2020-03-28 08:35:05",NULL,"Soporte Externo",Consulta,9,80,0
19191,64,604,"2020-03-28 08:41:53",NULL,"Soporte Externo",Configuración,9,65,0
19192,64,552,"2020-03-28 08:50:30",NULL,"Soporte Externo",Configuración,9,72,100
19193,519,667,"2020-03-30 21:24:40",NULL,"Tareas Internas","Llamadas, correos y comunicaciones",9,65,0
19194,694,677,"2020-03-30 21:41:09",NULL,"Soporte Externo",Consulta,9,65,0
19195,694,561,"2020-03-30 21:45:01",NULL,"Soporte Externo",Consulta,9,65,0
19196,694,538,"2020-03-30 21:53:25",NULL,"Soporte Externo",Consulta,9,66,100
19197,694,554,"2020-03-30 22:07:16",NULL,"Tareas Internas",Reuniones,9,65,0
19199,64,523,"2020-03-30 22:21:40",NULL,"Soporte Externo",Configuración,9,65,0
19200,105,553,"2020-03-30 22:30:44",NULL,"Soporte Externo",Error,9,67,100
19201,694,554,"2020-03-31 00:04:35",NULL,"Tareas Internas",Actualización,11,65,0
19202,64,542,"2020-03-31 00:16:11",NULL,"Soporte Externo",Configuración,9,69,100
19206,519,667,"2020-03-31 01:15:53",NULL,"Tareas Internas","Revisión de Servicios",11,65,0
19207,105,535,"2020-03-31 01:15:57",NULL,"Soporte Externo",Configuración,9,64,0
19208,64,532,"2020-03-31 01:16:36",NULL,"Soporte Externo",Capacitación,9,65,0
19209,64,552,"2020-03-31 01:20:13",NULL,"Soporte Externo",Configuración,9,64,0
19210,694,553,"2020-03-31 01:24:32",NULL,"Soporte Externo",Consulta,9,64,100
19211,105,532,"2020-03-31 01:29:06",NULL,"Soporte Externo",Configuración,9,65,0
19212,519,667,"2020-03-31 01:42:35",NULL,"Tareas Internas","Instalación y Mantenimientos",9,65,0
19214,694,557,"2020-03-31 02:11:45",NULL,"Soporte Externo",Actualización,9,65,100
19216,694,613,"2020-03-31 05:19:19",NULL,"Soporte Externo",Consulta,9,74,0
19217,694,540,"2020-03-31 05:26:31",NULL,"Soporte Externo",Consulta,9,66,0
19218,105,628,"2020-03-31 05:27:32",NULL,"Soporte Externo",Actualización,9,65,100
19219,105,587,"2020-03-31 06:33:04",NULL,"Tareas Internas","Revisión de Servicios",11,65,0
19220,519,679,"2020-03-31 07:14:34",NULL,"Tareas Internas","Soporte Técnico interno",9,65,0
19221,64,513,"2020-03-31 21:22:26",NULL,"Soporte Externo",Consulta,9,65,0
19222,105,587,"2020-03-31 21:29:15",NULL,"Tareas Internas","Revisión de Servicios",11,65,0
19223,694,554,"2020-03-31 21:33:52",NULL,"Tareas Internas",Reuniones,8,65,0
19224,64,680,"2020-03-31 21:39:47",NULL,"Soporte Externo",Consulta,9,66,100
19225,519,667,"2020-03-31 21:47:55",NULL,"Tareas Internas","Llamadas, correos y comunicaciones",9,65,0
19227,664,518,"2020-03-31 22:20:24",NULL,"Soporte Externo",Error,10,77,0
19228,519,667,"2020-03-31 22:53:09",NULL,"Tareas Internas",Implementaciones,11,65,0
19229,105,544,"2020-04-01 00:07:24",NULL,"Soporte Externo",Error,9,66,100
19230,694,521,"2020-04-01 00:13:12",NULL,"Soporte Externo",Consulta,9,64,100
19231,694,618,"2020-04-01 00:24:36",NULL,"Soporte Externo","Candados o PDA",9,65,0
19233,105,624,"2020-04-01 00:46:46",NULL,"Soporte Externo",Capacitación,9,71,100
19234,64,529,"2020-04-01 00:48:47",NULL,"Soporte Externo",Configuración,9,65,0
19235,64,593,"2020-04-01 00:57:40",NULL,"Soporte Externo",Configuración,9,65,100
19236,694,560,"2020-04-01 00:58:05",NULL,"Soporte Externo",Consulta,10,64,100
19237,694,574,"2020-04-01 01:03:00",NULL,"Soporte Externo","Base de datos (firebird)",9,67,0
19238,64,524,"2020-04-01 01:12:05",NULL,"Soporte Externo",Consulta,9,82,96
19239,105,654,"2020-04-01 01:24:15",NULL,"Soporte Externo",Configuración,9,77,0
19241,105,589,"2020-04-01 01:36:04",NULL,"Soporte Externo",Capacitación,10,64,0
19242,694,554,"2020-04-01 01:40:04",NULL,"Tareas Internas",Reuniones,9,65,0
19244,17,599,"2020-04-01 01:56:30",NULL,"Soporte Externo",Consulta,9,73,91
19247,105,552,"2020-04-01 04:43:11",NULL,"Soporte Externo",Configuración,9,71,0
19248,105,552,"2020-04-01 05:05:19",NULL,"Soporte Externo",Configuración,10,71,100
19249,105,587,"2020-04-01 06:48:00",NULL,"Tareas Internas","Capacitación a soporte",11,65,0
19250,519,667,"2020-04-01 07:09:43",NULL,"Tareas Internas","Capacitación a soporte",11,65,0
19251,519,667,"2020-04-01 08:09:43",NULL,"Tareas Internas","Llamadas, correos y comunicaciones",11,65,0
19253,105,509,"2020-04-01 21:17:36",NULL,"Soporte Externo",Error,10,83,0
19254,105,587,"2020-04-01 22:30:04",NULL,"Tareas Internas","Capacitación a soporte",11,65,0
19255,694,554,"2020-04-01 22:30:37",NULL,"Tareas Internas",Reuniones,8,65,0
19256,105,521,"2020-04-01 22:40:28",NULL,"Soporte Externo",Capacitación,9,64,0
19257,694,554,"2020-04-01 22:41:42",NULL,"Tareas Internas","Llamadas, correos y comunicaciones",8,65,0
19258,105,556,"2020-04-01 22:53:50",NULL,"Soporte Externo",Capacitación,9,64,100
19259,105,551,"2020-04-01 23:02:47",NULL,"Soporte Externo",Capacitación,9,64,0
19260,17,547,"2020-04-01 23:09:30",NULL,"Soporte Externo",Consulta,10,65,84
19261,105,538,"2020-04-01 23:19:56",NULL,"Soporte Externo",Capacitación,9,72,0
19262,694,549,"2020-04-01 23:23:00",NULL,"Soporte Externo",Error,10,64,0
19263,694,552,"2020-04-01 23:53:53",NULL,"Soporte Externo",Consulta,9,66,0
19264,105,604,"2020-04-02 00:02:19",NULL,"Soporte Externo",Configuración,9,65,0
19265,105,522,"2020-04-02 00:17:37",NULL,"Soporte Externo","Candados o PDA",9,65,0
19266,105,560,"2020-04-02 01:35:31",NULL,"Soporte Externo",Configuración,8,65,100
19267,694,523,"2020-04-02 01:46:09",NULL,"Soporte Externo","Candados o PDA",9,81,0
19268,694,568,"2020-04-02 02:03:08",NULL,"Soporte Externo",Error,9,67,0
19271,694,574,"2020-04-02 07:42:10",NULL,"Soporte Externo",Consulta,9,74,0
19272,519,667,"2020-04-02 08:00:44",NULL,"Tareas Internas",Reuniones,11,65,0
19273,519,667,"2020-04-02 08:04:04",NULL,Proyectos,"Ejecución y monitoreo",11,65,0
19274,519,667,"2020-04-02 08:09:57",NULL,"Tareas Internas","Revisión de Servicios",11,65,0
19275,519,624,"2020-04-02 08:18:23",NULL,"Soporte Externo",Consulta,9,66,0
19276,519,667,"2020-04-02 08:21:56",NULL,"Tareas Internas","Soporte Técnico interno",8,65,0
19277,17,681,"2020-04-02 21:53:09",NULL,"Soporte Externo",Consulta,8,67,0
19278,519,616,"2020-04-02 22:10:48",NULL,"Soporte Externo",Consulta,10,64,0
19282,105,587,"2020-04-02 23:14:26",NULL,"Tareas Internas","Capacitación a soporte",11,65,0
19283,519,667,"2020-04-03 00:17:45",NULL,"Tareas Internas","Capacitación a soporte",11,65,0
19284,519,667,"2020-04-03 00:30:41",NULL,"Tareas Internas","Revisión de Servicios",11,65,0
19285,519,667,"2020-04-03 00:36:52",NULL,"Tareas Internas","Llamadas, correos y comunicaciones",11,65,0
19286,694,568,"2020-04-03 00:51:18",NULL,"Soporte Externo",Consulta,9,64,100
19288,694,543,"2020-04-03 01:45:43",NULL,"Soporte Externo",Consulta,9,64,0
19289,694,543,"2020-04-03 01:56:36",NULL,"Soporte Externo",Consulta,9,76,100
19290,15907,539,"2020-04-03 02:37:27",NULL,"Soporte Externo",Configuración,8,69,0
19292,105,544,"2020-04-03 03:47:19",NULL,"Soporte Externo",Error,10,64,100
19294,105,544,"2020-04-03 04:45:26",NULL,"Soporte Externo",Error,9,73,0
19295,105,553,"2020-04-03 05:09:08",NULL,"Soporte Externo",Error,9,71,100
19296,105,564,"2020-04-03 05:54:14",NULL,"Soporte Externo",Capacitación,9,66,0
19297,694,613,"2020-04-03 05:55:18",NULL,"Soporte Externo",Consulta,9,69,0
19300,519,667,"2020-04-03 06:25:45",NULL,Proyectos,"Ejecución y monitoreo",11,65,0
19303,694,521,"2020-04-03 06:45:35",NULL,"Soporte Externo",Consulta,9,64,100
19304,519,667,"2020-04-03 07:03:27",NULL,"Tareas Internas","Soporte Técnico interno",8,65,0
19305,105,587,"2020-04-03 21:43:17",NULL,"Tareas Internas","Soporte Técnico interno",11,65,0
19306,105,530,"2020-04-03 22:51:27",NULL,"Soporte Externo","Candados o PDA",9,65,100
19307,105,646,"2020-04-03 23:15:32",NULL,"Soporte Externo","Candados o PDA",9,65,0
19308,105,553,"2020-04-03 23:20:23",NULL,"Soporte Externo","Candados o PDA",9,65,100
19309,694,554,"2020-04-03 23:25:05",NULL,"Tareas Internas",Reuniones,8,65,0
19310,105,529,"2020-04-03 23:31:55",NULL,"Soporte Externo",Capacitación,9,64,0
19311,105,568,"2020-04-03 23:54:50",NULL,"Soporte Externo",Configuración,10,81,0
19312,105,682,"2020-04-03 23:56:03",NULL,"Soporte Externo",Configuración,9,74,0
19313,105,522,"2020-04-04 00:13:10",NULL,"Soporte Externo",Configuración,9,65,0
19314,105,574,"2020-04-04 00:45:20",NULL,"Soporte Externo",Configuración,9,67,0
19315,105,654,"2020-04-04 00:47:40",NULL,"Soporte Externo",Capacitación,9,73,0
19316,64,540,"2020-04-04 01:03:13",NULL,"Soporte Externo",Consulta,10,65,0
19317,694,568,"2020-04-04 01:20:03",NULL,"Soporte Externo",Consulta,9,71,0
19318,519,667,"2020-04-04 02:03:41",NULL,"Tareas Internas","Llamadas, correos y comunicaciones",11,65,0
19319,519,667,"2020-04-04 02:08:51",NULL,"Tareas Internas","Soporte Técnico interno",11,65,0
19320,519,667,"2020-04-04 02:12:23",NULL,Proyectos,Seguimiento,8,65,0
19321,694,653,"2020-04-04 04:55:49",NULL,"Soporte Externo",Consulta,9,66,100
19322,105,522,"2020-04-04 05:11:02",NULL,"Soporte Externo","Candados o PDA",9,65,0
19323,694,527,"2020-04-04 05:29:56",NULL,"Soporte Externo",Consulta,9,64,100
19324,694,523,"2020-04-04 05:51:35",NULL,"Soporte Externo",Consulta,9,71,0
19325,64,635,"2020-04-04 06:46:54",NULL,"Tareas Internas","Revisión de Servicios",9,65,0
19326,64,604,"2020-04-04 07:00:33",NULL,"Soporte Externo",Configuración,9,65,0
19327,64,513,"2020-04-04 07:05:14",NULL,"Soporte Externo",Configuración,9,64,0
19329,64,513,"2020-04-04 12:18:37",NULL,"Soporte Externo",Consulta,9,64,0
19330,64,551,"2020-04-04 12:22:40",NULL,"Soporte Externo",Configuración,9,64,100
19331,64,521,"2020-04-04 12:28:30",NULL,"Soporte Externo",Consulta,9,64,100
19332,64,532,"2020-04-04 12:31:32",NULL,"Soporte Externo",Configuración,9,65,0
19333,64,573,"2020-04-04 12:35:25",NULL,"Soporte Externo",Configuración,9,64,0
19334,64,589,"2020-04-04 12:40:02",NULL,"Soporte Externo",Configuración,9,65,0
19335,64,542,"2020-04-04 12:45:05",NULL,"Soporte Externo",Configuración,9,64,0
19336,64,635,"2020-04-06 07:23:41",NULL,"Soporte Externo",General,9,65,0
19337,64,635,"2020-04-06 07:27:56",NULL,"Soporte Externo",General,11,65,0
19338,64,635,"2020-04-06 07:32:53",NULL,"Soporte Externo",Consulta,11,65,0
19339,64,635,"2020-04-06 07:37:01",NULL,"Soporte Externo",Consulta,11,65,0
19340,64,635,"2020-04-06 07:41:16",NULL,"Soporte Externo",Consulta,11,65,0
19341,64,635,"2020-04-06 07:44:38",NULL,"Soporte Externo",General,11,65,0
19342,64,635,"2020-04-06 08:23:08",NULL,"Tareas Internas",Reuniones,11,65,0
19343,64,635,"2020-04-06 08:32:16",NULL,"Tareas Internas","Soporte Técnico interno",11,65,0
19344,64,513,"2020-04-06 09:27:48",NULL,"Soporte Externo",Configuración,9,65,0
19345,64,576,"2020-04-06 09:37:48",NULL,"Soporte Externo",Configuración,9,65,0
19346,64,552,"2020-04-06 09:45:47",NULL,"Soporte Externo",Consulta,9,65,0
19347,64,551,"2020-04-06 09:52:04",NULL,"Soporte Externo",Configuración,9,65,100
19348,64,521,"2020-04-06 10:00:04",NULL,"Soporte Externo",Configuración,9,65,100
19349,64,529,"2020-04-06 10:16:12",NULL,"Soporte Externo",Configuración,9,65,96
19350,694,554,"2020-04-06 19:27:29",NULL,"Tareas Internas",Reuniones,8,65,0
19351,105,587,"2020-04-06 19:37:13",NULL,"Tareas Internas","Capacitación a soporte",11,65,0
19353,17,683,"2020-04-06 21:16:32",NULL,"Soporte Externo",Configuración,8,65,0
19354,105,538,"2020-04-06 21:51:48",NULL,"Soporte Externo",Error,9,77,0
19355,105,655,"2020-04-06 22:14:35",NULL,"Soporte Externo",Error,9,65,0
19356,105,587,"2020-04-06 22:26:00",NULL,"Tareas Internas",Reuniones,11,65,0
19357,105,587,"2020-04-06 22:28:38",NULL,"Tareas Internas",Reuniones,11,65,0
19358,17,664,"2020-04-07 00:19:45",NULL,"Soporte Externo",Consulta,8,78,0
19361,694,560,"2020-04-07 02:29:17",NULL,"Soporte Externo",Consulta,8,78,88
19362,105,684,"2020-04-07 02:34:56",NULL,"Soporte Externo",Capacitación,9,65,0
19363,105,587,"2020-04-07 02:36:37",NULL,"Tareas Internas","Capacitación a soporte",11,65,0
19364,694,536,"2020-04-07 03:10:18",NULL,"Soporte Externo",Consulta,9,66,0
19365,105,521,"2020-04-07 03:14:24",NULL,"Soporte Externo",Capacitación,9,66,100
19367,105,621,"2020-04-07 04:28:56",NULL,"Soporte Externo",General,8,70,96
19369,694,527,"2020-04-07 04:45:10",NULL,"Soporte Externo",Reportes,9,72,0
19370,519,667,"2020-04-07 05:06:44",NULL,"Tareas Internas",Reuniones,11,65,0
19371,64,635,"2020-04-07 05:30:16",NULL,"Soporte Externo",Configuración,10,65,0
19372,64,685,"2020-04-07 05:47:39",NULL,"Soporte Externo",Configuración,9,66,96
19374,64,553,"2020-04-07 05:55:32",NULL,"Soporte Externo",Configuración,9,64,100
19375,519,667,"2020-04-07 06:07:01",NULL,"Tareas Internas","Soporte Técnico interno",11,65,0
19376,519,667,"2020-04-07 06:14:36",NULL,Proyectos,"Análisis y definición",11,65,0
19377,694,554,"2020-04-07 19:40:54",NULL,"Tareas Internas",Reuniones,8,65,0
19378,694,554,"2020-04-07 20:48:59",NULL,"Tareas Internas","Capacitación a soporte",11,65,0
19379,694,538,"2020-04-07 21:18:30",NULL,"Soporte Externo",Consulta,9,64,0
19381,694,613,"2020-04-07 22:49:50",NULL,"Soporte Externo",Consulta,9,66,0
19382,519,667,"2020-04-07 23:46:43",NULL,"Tareas Internas",Reuniones,11,65,0
19383,519,667,"2020-04-08 00:10:25",NULL,"Tareas Internas","Revisión de Servicios",11,65,0
19385,694,616,"2020-04-08 00:30:01",NULL,"Soporte Externo",Consulta,10,73,100
19386,64,553,"2020-04-08 01:28:52",NULL,"Soporte Externo",Configuración,10,64,0
19387,105,587,"2020-04-08 02:03:28",NULL,"Tareas Internas","Capacitación a soporte",11,65,0
19388,105,552,"2020-04-08 03:00:41",NULL,"Soporte Externo",Consulta,9,76,0
19389,694,686,"2020-04-08 03:11:14",NULL,"Soporte Externo","Candados o PDA",9,65,100
19390,694,598,"2020-04-08 03:19:21",NULL,"Soporte Externo",Consulta,9,66,0
19391,694,509,"2020-04-08 03:48:30",NULL,"Soporte Externo",Consulta,9,63,100
19396,694,530,"2020-04-08 19:48:36",NULL,"Soporte Externo",Consulta,9,67,0
19398,694,530,"2020-04-08 20:22:59",NULL,"Soporte Externo",Consulta,9,71,0
19399,694,530,"2020-04-08 20:40:09",NULL,"Soporte Externo",Consulta,9,76,0
19400,105,687,"2020-04-08 22:11:33",NULL,"Soporte Externo",Configuración,9,64,96
19401,519,568,"2020-04-08 23:20:07",NULL,"Soporte Externo",Consulta,10,71,80
19403,694,551,"2020-04-09 02:18:10",NULL,"Soporte Externo",Consulta,9,69,100
19404,694,517,"2020-04-09 03:06:44",NULL,"Soporte Externo",Configuración,9,65,0
19405,105,558,"2020-04-09 03:21:47",NULL,"Soporte Externo",Capacitación,9,67,100
19406,694,557,"2020-04-09 04:18:12",NULL,"Soporte Externo",Error,9,67,100
19407,519,667,"2020-04-09 05:20:41",NULL,"Tareas Internas","Capacitación a soporte",11,65,0
19408,105,553,"2020-04-10 20:48:46",NULL,"Soporte Externo","Base de datos (firebird)",10,67,0
19409,105,587,"2020-04-13 19:18:53",NULL,"Tareas Internas",Reuniones,11,65,0
19410,694,554,"2020-04-13 19:19:17",NULL,"Tareas Internas",Reuniones,9,65,0
19411,105,655,"2020-04-13 20:15:36",NULL,"Soporte Externo",Configuración,9,66,84
19412,105,655,"2020-04-13 20:21:18",NULL,"Soporte Externo",Error,10,66,0
19413,105,521,"2020-04-13 20:36:57",NULL,"Soporte Externo",Error,10,73,0
19414,105,521,"2020-04-13 20:58:45",NULL,"Soporte Externo",Capacitación,9,78,100
19415,519,667,"2020-04-13 21:17:35",NULL,"Tareas Internas","Llamadas, correos y comunicaciones",11,65,0
19416,64,604,"2020-04-13 21:18:10",NULL,"Soporte Externo",Configuración,9,65,0
19417,694,524,"2020-04-13 21:22:25",NULL,"Tareas Internas","Asistencia a redes sociales",9,65,0
19418,694,526,"2020-04-13 21:57:03",NULL,"Soporte Externo",Consulta,9,63,0
19419,105,620,"2020-04-13 21:59:56",NULL,"Soporte Externo",Capacitación,9,71,0
19420,694,521,"2020-04-13 22:27:28",NULL,"Soporte Externo",Consulta,9,80,100
19421,105,655,"2020-04-13 22:32:02",NULL,"Soporte Externo",Error,9,64,84
19422,105,522,"2020-04-13 23:55:16",NULL,"Soporte Externo",Capacitación,9,72,91
19427,694,530,"2020-04-14 04:44:14",NULL,"Soporte Externo",Consulta,9,78,0
19428,519,622,"2020-04-14 19:33:05",NULL,"Soporte Externo","Candados o PDA",9,65,100
19429,519,667,"2020-04-14 19:45:52",NULL,"Tareas Internas","Llamadas, correos y comunicaciones",11,65,0
19430,694,688,"2020-04-14 20:18:22",NULL,"Soporte Externo",Consulta,9,64,0
19433,105,537,"2020-04-14 20:32:10",NULL,"Soporte Externo",Capacitación,9,66,100
19435,105,568,"2020-04-14 20:46:04",NULL,"Soporte Externo",Error,10,77,0
19436,105,587,"2020-04-14 21:38:33",NULL,"Tareas Internas",Reuniones,11,65,0
19437,64,563,"2020-04-14 21:56:56",NULL,"Soporte Externo",Configuración,8,67,0
19438,105,587,"2020-04-14 22:27:15",NULL,"Tareas Internas","Revisión de Servicios",11,65,0
19439,694,591,"2020-04-14 22:35:00",NULL,"Soporte Externo",Consulta,9,64,0
19440,694,537,"2020-04-14 22:51:14",NULL,"Soporte Externo",Error,10,77,100
19441,105,530,"2020-04-14 23:04:21",NULL,"Soporte Externo",Configuración,9,71,0
19442,694,554,"2020-04-14 23:26:26",NULL,"Tareas Internas","Llamadas, correos y comunicaciones",9,65,0
19446,105,522,"2020-04-15 02:08:16",NULL,"Soporte Externo",Capacitación,9,64,0
19450,519,667,"2020-04-15 05:56:52",NULL,Proyectos,"Ejecución y monitoreo",8,65,0
19451,519,667,"2020-04-15 06:04:37",NULL,Proyectos,"Ejecución y monitoreo",11,65,0
19452,105,522,"2020-04-15 21:22:58",NULL,"Soporte Externo",Error,9,64,0
19455,105,542,"2020-04-15 22:29:29",NULL,"Soporte Externo",Consulta,9,65,0
19456,105,655,"2020-04-15 22:35:01",NULL,"Soporte Externo",Error,10,64,0
19457,105,651,"2020-04-15 22:59:56",NULL,"Soporte Externo",Error,10,63,0
19460,105,686,"2020-04-16 02:09:59",NULL,"Soporte Externo",Configuración,9,64,0
19461,64,513,"2020-04-16 02:57:48",NULL,"Soporte Externo",Configuración,10,65,100
19462,64,523,"2020-04-16 04:37:03",NULL,"Soporte Externo",Consulta,10,75,0
19463,105,587,"2020-04-16 20:10:41",NULL,"Tareas Internas",Reuniones,9,65,0
19464,105,651,"2020-04-16 20:37:22",NULL,"Soporte Externo",Error,9,63,100
19465,105,682,"2020-04-16 21:12:15",NULL,"Soporte Externo",Configuración,9,64,0
19466,105,655,"2020-04-16 22:32:27",NULL,"Soporte Externo",Capacitación,9,73,0
19469,17,689,"2020-04-17 01:58:40",NULL,"Soporte Externo",Configuración,9,66,0
19471,105,570,"2020-04-17 03:29:47",NULL,"Soporte Externo",Error,10,65,0
19473,17,561,"2020-04-17 04:21:58",NULL,"Soporte Externo",Consulta,9,65,88
19474,105,613,"2020-04-17 04:47:12",NULL,"Soporte Externo",Consulta,10,66,0
19479,105,530,"2020-04-17 21:49:40",NULL,"Soporte Externo","Base de datos (firebird)",10,70,100
19481,105,530,"2020-04-17 22:05:41",NULL,"Soporte Externo",Configuración,9,64,0
19483,105,537,"2020-04-17 23:51:01",NULL,"Soporte Externo",Configuración,9,64,100
19484,105,523,"2020-04-17 23:55:54",NULL,"Soporte Externo",Error,10,66,0
19485,105,513,"2020-04-18 02:05:57",NULL,"Soporte Externo",Configuración,9,71,0
19489,694,574,"2020-04-18 03:46:38",NULL,"Soporte Externo",Consulta,9,74,0
19490,105,587,"2020-04-18 04:11:08",NULL,"Tareas Internas","Revisión de Servicios",11,65,0
19491,519,667,"2020-04-18 04:51:48",NULL,Proyectos,"Ejecución y monitoreo",11,65,0
19492,519,667,"2020-04-18 04:56:01",NULL,"Tareas Internas",Reuniones,11,65,0
19493,519,667,"2020-04-18 05:18:45",NULL,"Tareas Internas","Capacitación a soporte",11,65,0
19494,105,617,"2020-04-18 05:26:09",NULL,"Soporte Externo","Base de datos (firebird)",10,64,100
19496,105,587,"2020-04-20 19:14:38",NULL,"Tareas Internas",Reuniones,11,65,0
19497,694,554,"2020-04-20 19:20:59",NULL,"Tareas Internas",Reuniones,8,65,0
19499,694,604,"2020-04-20 20:08:20",NULL,"Soporte Externo",Consulta,9,66,0
19500,694,580,"2020-04-20 20:16:03",NULL,"Tareas Internas","Soporte Técnico interno",9,74,0
19501,694,591,"2020-04-20 20:20:03",NULL,"Soporte Externo",Consulta,9,64,0
19503,105,553,"2020-04-20 21:43:10",NULL,"Soporte Externo",Error,9,66,100
19504,105,556,"2020-04-20 21:50:20",NULL,"Soporte Externo",Capacitación,9,64,100
